elbow_angle,elbow_hip_dist,wrist_above_shoulder,shoulder_angle,wrist_elbow_x,elbow_rise,torso_lean,elbow_visibility,label
121.50691389744297,0.10890716970897021,-0.43053004145622253,84.10696817257221,0.10293033719062805,-0.2264566719532013,0.012664467096328735,0.9815692901611328,1
129.83480604692778,0.14983422313054442,-0.06173431873321533,105.4333928180524,0.015374243259429932,-0.18342351913452148,0.08201628923416138,0.9902929067611694,1
154.25611467589727,0.13238559202363087,-0.22120755910873413,71.22508086945,0.018935739994049072,-0.10122713446617126,0.030313968658447266,0.9959509372711182,0
148.8713930991602,0.20057384546627935,0.029288530349731445,61.35767308644489,0.04064464569091797,-0.022831887006759644,0.018824875354766846,0.9530218839645386,0
47.01881023932168,0.189163000239425,0.07496485114097595,74.85079155359658,0.02698296308517456,-0.03785961866378784,0.0748891532421112,0.9740566611289978,0
133.06632394574333,0.12214883782064041,-0.024072706699371338,51.09747782116151,0.10527467727661133,-0.11177000403404236,0.04103052616119385,0.9858964085578918,0
67.04022364295712,0.1699124845981075,-0.060112595558166504,67.55533865672908,0.22267872095108032,-0.13779595494270325,0.012208223342895508,0.9632443785667419,1
154.74748283205736,0.1468457658701572,-0.41338157653808594,78.9631725807532,0.0071391761302948,-0.22747963666915894,0.0795128345489502,0.9885638952255249,1
152.84146245374654,0.15183195716309622,-0.2080790400505066,71.17791129524142,0.01928246021270752,-0.10137701034545898,0.03594011068344116,0.9982996582984924,1
102.93916012145385,0.1805946481832584,-0.3132946789264679,26.80759221932167,0.04685413837432861,-0.17230263352394104,0.07603740692138672,0.9927886128425598,1
99.07364926767492,0.12424438686020499,-0.2512250542640686,61.20659123756325,0.3287287950515747,-0.21396172046661377,0.017714202404022217,0.9906304478645325,1
110.34965011449185,0.1722765437886354,-0.3214859664440155,26.34172867657256,0.03995487093925476,-0.17329397797584534,0.06073230504989624,0.9500394463539124,1
143.22518864306238,0.16547645115524376,-0.30164626240730286,84.98069937285521,0.023460984230041504,-0.15940707921981812,0.037147581577301025,0.999234676361084,1
152.80789648006098,0.12960128033219334,-0.22521841526031494,75.05424985712011,0.005063891410827637,-0.10543882846832275,0.017166852951049805,0.9981648325920105,0
102.56968228114614,0.11369681036071926,-0.030513763427734375,45.383704464184746,0.12898513674736023,-0.10711011290550232,0.04085808992385864,0.9653418064117432,1
116.73720598005463,0.14438951263709554,0.03865814208984375,68.1711247149092,0.01778048276901245,-0.06015971302986145,0.10891705751419067,0.9766072630882263,0
141.1409316687677,0.12663630997240327,0.02763652801513672,69.71357733812488,0.03613311052322388,-0.09926503896713257,0.06646609306335449,0.9839842915534973,0
110.55951298968849,0.17050330422359206,-0.17958208918571472,89.33155108679125,0.1186179518699646,-0.10092651844024658,0.06229168176651001,0.9986407160758972,0
138.591781045832,0.08790187834450158,-0.42659303545951843,59.369144439565666,0.010208040475845337,-0.22219249606132507,0.02900475263595581,0.9858022332191467,0
107.5455696721788,0.14253287229820294,-0.11257338523864746,53.690066704262115,0.17124196887016296,-0.1031176745891571,0.04838186502456665,0.9951040744781494,0
108.63688344821713,0.15951540027617778,-0.1666090488433838,72.69989609242883,0.12663394212722778,-0.10747486352920532,0.06924086809158325,0.9976200461387634,0
75.64500686098104,0.17532522879800483,-0.3295249938964844,18.400478498954538,0.018807172775268555,-0.1816539168357849,0.10001903772354126,0.9764571785926819,0
93.36086297582393,0.17450761174394644,-0.12421274185180664,61.20622899579985,0.2684158980846405,-0.14383089542388916,0.02771294116973877,0.9946256279945374,0
114.16077118319703,0.16031532358013512,-0.34368059039115906,33.46694748690297,0.04805116355419159,-0.18787840008735657,0.06834948062896729,0.951155424118042,0
141.25916210476927,0.13498222066169793,0.034713029861450195,79.87042180896074,0.04969874024391174,-0.09394687414169312,0.06793731451034546,0.9659355282783508,0
142.247938744657,0.159831819639716,-0.4114468991756439,58.3364655932293,0.007820993661880493,-0.22141602635383606,0.07075610756874084,0.9819052219390869,1
139.35233121880418,0.13013623462157828,-0.21223396062850952,78.70891407465385,0.02743816375732422,-0.10347789525985718,0.009862303733825684,0.9946181178092957,1
157.88513818792728,0.17033254266830866,-0.38374921679496765,85.32248024788572,0.007310837507247925,-0.2079167664051056,0.07230168581008911,0.9967709183692932,0
74.17796078079196,0.3408795425966009,-0.1262529492378235,115.71625657061294,0.28620728850364685,-0.13956832885742188,0.05155390501022339,0.9898456335067749,0
62.883029910213686,0.17495295812197434,-0.043245404958724976,76.59410180308954,0.19908764958381653,-0.13578754663467407,0.01246592402458191,0.991950511932373,1
165.64562962557258,0.16152898413973246,-0.39611750841140747,79.11257265182279,0.02111092209815979,-0.21050721406936646,0.08214500546455383,0.9964242577552795,0
60.64568508415089,0.1308957724071999,-0.01793801784515381,60.30222152684754,0.11533388495445251,-0.10494667291641235,0.02364140748977661,0.9758515357971191,1
146.08623210232417,0.159252360398466,0.055541425943374634,73.78381450940995,0.07258939743041992,-0.06168961524963379,0.09774747490882874,0.9762899279594421,0
